code,변경항목,기존값,제안값,변경사유,검수상태,승인여부,검수결과,수정필요사항,실물대조필요,우선검수순번,대표컷적합여부,A라인검수,슬림핏검수
ANC-4066,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / 원피스 플레어 배색 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 배색 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,66,검수필요,적용후보,재검수
ANC-4067,images,assets/ANC-4067_01.jpg,assets/products/ank/generated/ANC-4067/ANC-4067-main.jpg / assets/products/ank/generated/ANC-4067/ANC-4067-full.jpg / assets/products/ank/generated/ANC-4067/ANC-4067-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4067/ANC-4067-detail.jpg / assets/products/ank/generated/ANC-4067/ANC-4067-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요,예,67,검수필요,적용후보,적용후보
ANC-4067,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 셔링 러블리데일리 / 원피스 리본 빅리본 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,반영대기,승인,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요,예,67,검수필요,적용후보,적용후보
ANC-4068,images,assets/ANC-4068_01.jpg,assets/products/ank/generated/ANC-4068/ANC-4068-main.jpg / assets/products/ank/generated/ANC-4068/ANC-4068-full.jpg / assets/products/ank/generated/ANC-4068/ANC-4068-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4068/ANC-4068-detail.jpg / assets/products/ank/generated/ANC-4068/ANC-4068-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요,예,68,검수필요,적용후보,적용후보
ANC-4068,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 셔링 플레어 러블리데일리 / 원피스 리본 셔링 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 셔링 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,반영대기,승인,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요,예,68,검수필요,적용후보,적용후보
ANC-4069,images,assets/ANC-4069_01.jpg,assets/products/ank/generated/ANC-4069/ANC-4069-main.jpg / assets/products/ank/generated/ANC-4069/ANC-4069-full.jpg / assets/products/ank/generated/ANC-4069/ANC-4069-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4069/ANC-4069-detail.jpg / assets/products/ank/generated/ANC-4069/ANC-4069-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,69,검수필요,재검수,적용후보
ANC-4069,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 랩 슬림글램포인트 / 원피스 셔링 랩 슬림글램포인트,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 랩 슬림글램포인트 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,69,검수필요,재검수,적용후보
ANC-4070,images,assets/ANC-4070_01.jpg,assets/products/ank/generated/ANC-4070/ANC-4070-main.jpg / assets/products/ank/generated/ANC-4070/ANC-4070-full.jpg / assets/products/ank/generated/ANC-4070/ANC-4070-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4070/ANC-4070-detail.jpg / assets/products/ank/generated/ANC-4070/ANC-4070-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,70,검수필요,적용후보,재검수
ANC-4070,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 도트 러블리데일리 / 원피스 플레어 도트 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 도트 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,70,검수필요,적용후보,재검수
ANC-4071,images,assets/ANC-4071_01.jpg,assets/products/ank/generated/ANC-4071/ANC-4071-main.jpg / assets/products/ank/generated/ANC-4071/ANC-4071-full.jpg / assets/products/ank/generated/ANC-4071/ANC-4071-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4071/ANC-4071-detail.jpg / assets/products/ank/generated/ANC-4071/ANC-4071-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,71,검수필요,재검수,적용후보
ANC-4071,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔츠카라 랩 슬림글램포인트 / 원피스 카라 셔츠카라 랩 슬림글램포인트,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔츠카라 랩 슬림글램포인트 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,71,검수필요,재검수,적용후보
ANC-4072,images,assets/ANC-4072_01.jpg,assets/products/ank/generated/ANC-4072/ANC-4072-main.jpg / assets/products/ank/generated/ANC-4072/ANC-4072-full.jpg / assets/products/ank/generated/ANC-4072/ANC-4072-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4072/ANC-4072-detail.jpg / assets/products/ank/generated/ANC-4072/ANC-4072-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,72,검수필요,적용후보,재검수
ANC-4072,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / 원피스 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,72,검수필요,적용후보,재검수
ANC-4073,images,assets/ANC-4073_01.jpg,assets/products/ank/generated/ANC-4073/ANC-4073-main.jpg / assets/products/ank/generated/ANC-4073/ANC-4073-full.jpg / assets/products/ank/generated/ANC-4073/ANC-4073-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4073/ANC-4073-detail.jpg / assets/products/ank/generated/ANC-4073/ANC-4073-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,73,검수필요,재검수,적용후보
ANC-4073,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 드레이프 슬림글램 / 원피스 셔링 드레이프 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 드레이프 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,73,검수필요,재검수,적용후보
ANC-4074,images,assets/ANC-4074_01.jpg,assets/products/ank/generated/ANC-4074/ANC-4074-main.jpg / assets/products/ank/generated/ANC-4074/ANC-4074-full.jpg / assets/products/ank/generated/ANC-4074/ANC-4074-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4074/ANC-4074-detail.jpg / assets/products/ank/generated/ANC-4074/ANC-4074-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,74,검수필요,적용후보,재검수
ANC-4074,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / 원피스 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,74,검수필요,적용후보,재검수
ANC-4075,images,assets/ANC-4075_01.jpg,assets/products/ank/generated/ANC-4075/ANC-4075-main.jpg / assets/products/ank/generated/ANC-4075/ANC-4075-full.jpg / assets/products/ank/generated/ANC-4075/ANC-4075-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4075/ANC-4075-detail.jpg / assets/products/ank/generated/ANC-4075/ANC-4075-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,75,검수필요,적용후보,재검수
ANC-4075,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 오프숄더 버튼 플레어 러블리데일리 / 원피스 오프숄더 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 오프숄더 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,75,검수필요,적용후보,재검수
ANC-4076,images,assets/ANC-4076_01.jpg,assets/products/ank/generated/ANC-4076/ANC-4076-main.jpg / assets/products/ank/generated/ANC-4076/ANC-4076-full.jpg / assets/products/ank/generated/ANC-4076/ANC-4076-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4076/ANC-4076-detail.jpg / assets/products/ank/generated/ANC-4076/ANC-4076-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,76,검수필요,적용후보,재검수
ANC-4076,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 플레어 러블리데일리 / 원피스 스퀘어넥 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,76,검수필요,적용후보,재검수
ANC-4077,images,assets/ANC-4077_01.jpg,assets/products/ank/generated/ANC-4077/ANC-4077-main.jpg / assets/products/ank/generated/ANC-4077/ANC-4077-full.jpg / assets/products/ank/generated/ANC-4077/ANC-4077-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4077/ANC-4077-detail.jpg / assets/products/ank/generated/ANC-4077/ANC-4077-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,77,검수필요,재검수,적용후보
ANC-4077,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 더블버튼 버튼 셔링 슬림글램 / 원피스 더블버튼 버튼 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 더블버튼 버튼 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,77,검수필요,재검수,적용후보
ANC-4078,images,assets/ANC-4078_01.jpg,assets/products/ank/generated/ANC-4078/ANC-4078-main.jpg / assets/products/ank/generated/ANC-4078/ANC-4078-full.jpg / assets/products/ank/generated/ANC-4078/ANC-4078-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4078/ANC-4078-detail.jpg / assets/products/ank/generated/ANC-4078/ANC-4078-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,78,검수필요,적용후보,재검수
ANC-4078,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / 원피스 플레어 배색 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 배색 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,78,검수필요,적용후보,재검수
ANC-4079,images,assets/ANC-4079_01.jpg,assets/products/ank/generated/ANC-4079/ANC-4079-main.jpg / assets/products/ank/generated/ANC-4079/ANC-4079-full.jpg / assets/products/ank/generated/ANC-4079/ANC-4079-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4079/ANC-4079-detail.jpg / assets/products/ank/generated/ANC-4079/ANC-4079-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,79,검수필요,재검수,적용후보
ANC-4079,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 버튼 셔링 슬림글램 / 원피스 버튼 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 버튼 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,79,검수필요,재검수,적용후보
ANC-4080,images,assets/ANC-4080_01.jpg,assets/products/ank/generated/ANC-4080/ANC-4080-main.jpg / assets/products/ank/generated/ANC-4080/ANC-4080-full.jpg / assets/products/ank/generated/ANC-4080/ANC-4080-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4080/ANC-4080-detail.jpg / assets/products/ank/generated/ANC-4080/ANC-4080-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,80,검수필요,적용후보,승인
ANC-4080,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / 원피스 레이스 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,80,검수필요,적용후보,승인
ANC-4081,images,assets/ANC-4081_01.jpg,assets/products/ank/generated/ANC-4081/ANC-4081-main.jpg / assets/products/ank/generated/ANC-4081/ANC-4081-full.jpg / assets/products/ank/generated/ANC-4081/ANC-4081-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4081/ANC-4081-detail.jpg / assets/products/ank/generated/ANC-4081/ANC-4081-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,81,검수필요,적용후보,재검수
ANC-4081,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 데일리페미닌 / 원피스 버튼 데일리페미닌,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 데일리페미닌 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,81,검수필요,적용후보,재검수
ANC-4082,images,assets/ANC-4082_01.jpg,assets/products/ank/generated/ANC-4082/ANC-4082-main.jpg / assets/products/ank/generated/ANC-4082/ANC-4082-full.jpg / assets/products/ank/generated/ANC-4082/ANC-4082-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4082/ANC-4082-detail.jpg / assets/products/ank/generated/ANC-4082/ANC-4082-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,82,검수필요,적용후보,재검수
ANC-4082,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / 원피스 더블버튼 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,82,검수필요,적용후보,재검수
ANC-4083,images,assets/ANC-4083_01.jpg,assets/products/ank/generated/ANC-4083/ANC-4083-main.jpg / assets/products/ank/generated/ANC-4083/ANC-4083-full.jpg / assets/products/ank/generated/ANC-4083/ANC-4083-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4083/ANC-4083-detail.jpg / assets/products/ank/generated/ANC-4083/ANC-4083-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,83,검수필요,적용후보,승인
ANC-4083,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 러플 셔링 랩 러블리데일리 / 원피스 러플 셔링 랩 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 러플 셔링 랩 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,83,검수필요,적용후보,승인
ANC-4084,images,assets/ANC-4084_01.jpg,assets/products/ank/generated/ANC-4084/ANC-4084-main.jpg / assets/products/ank/generated/ANC-4084/ANC-4084-full.jpg / assets/products/ank/generated/ANC-4084/ANC-4084-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4084/ANC-4084-detail.jpg / assets/products/ank/generated/ANC-4084/ANC-4084-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,84,검수필요,적용후보,재검수
ANC-4084,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 벨트포인트 러블리데일리 / 원피스 플레어 벨트포인트 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 벨트포인트 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,84,검수필요,적용후보,재검수
ANC-4085,images,assets/ANC-4085_01.jpg,assets/products/ank/generated/ANC-4085/ANC-4085-main.jpg / assets/products/ank/generated/ANC-4085/ANC-4085-full.jpg / assets/products/ank/generated/ANC-4085/ANC-4085-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4085/ANC-4085-detail.jpg / assets/products/ank/generated/ANC-4085/ANC-4085-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,85,검수필요,적용후보,승인
ANC-4085,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / 원피스 레이스 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,85,검수필요,적용후보,승인
ANC-4086,images,assets/ANC-4086_01.jpg,assets/products/ank/generated/ANC-4086/ANC-4086-main.jpg / assets/products/ank/generated/ANC-4086/ANC-4086-full.jpg / assets/products/ank/generated/ANC-4086/ANC-4086-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4086/ANC-4086-detail.jpg / assets/products/ank/generated/ANC-4086/ANC-4086-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,86,검수필요,적용후보,재검수
ANC-4086,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 플레어 러블리데일리 / 원피스 리본 빅리본 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,86,검수필요,적용후보,재검수
ANC-4087,images,assets/ANC-4087_01.jpg,assets/products/ank/generated/ANC-4087/ANC-4087-main.jpg / assets/products/ank/generated/ANC-4087/ANC-4087-full.jpg / assets/products/ank/generated/ANC-4087/ANC-4087-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4087/ANC-4087-detail.jpg / assets/products/ank/generated/ANC-4087/ANC-4087-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,87,검수필요,재검수,적용후보
ANC-4087,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔링 랩 슬림글램 / 원피스 카라 셔링 랩 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔링 랩 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,87,검수필요,재검수,적용후보
ANC-4088,images,assets/ANC-4088_01.jpg,assets/products/ank/generated/ANC-4088/ANC-4088-main.jpg / assets/products/ank/generated/ANC-4088/ANC-4088-full.jpg / assets/products/ank/generated/ANC-4088/ANC-4088-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4088/ANC-4088-detail.jpg / assets/products/ank/generated/ANC-4088/ANC-4088-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,88,검수필요,적용후보,재검수
ANC-4088,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 퍼프소매 버튼 플레어 러블리데일리 / 원피스 퍼프소매 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 퍼프소매 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,88,검수필요,적용후보,재검수
